Row,min_med_conn_run,sec_med_conn_run,min_med_conn,sec_med_conn
sub09740,NaN,NaN,NaN,NaN
sub09741,3,NaN,0.468,NaN
sub09742,3,NaN,0.415,NaN
sub09743,2,1,0.413,0.429
sub09745,2,1,0.417,0.432
sub09746,1,2,0.439,0.516
sub09747,4,1,0.426,0.427
sub09748,1,NaN,0.436,NaN
sub09750,2,1,0.446,0.488
sub09752,1,NaN,0.418,NaN
sub09756,1,NaN,0.501,NaN
sub09757,1,2,0.43,0.523
sub09758,1,4,0.398,0.417
sub09759,2,1,0.41,0.412
sub09761,1,2,0.418,0.432
sub09763,2,3,0.406,0.409
sub09764,1,3,0.482,0.503
sub09767,1,3,0.458,0.511
sub09769,2,3,0.444,0.455
sub09770,2,1,0.399,0.406
sub09772,1,NaN,0.46,NaN
sub09773,2,1,0.447,0.52
sub09774,2,1,0.414,0.416
sub09776,1,4,0.402,0.405
sub09778,1,2,0.461,0.471
sub09782,4,1,0.427,0.457
sub09784,1,2,0.447,0.49
sub09785,3,4,0.424,0.535
sub09788,2,1,0.44,0.493
sub09789,1,NaN,0.411,NaN
sub09790,4,NaN,0.478,NaN
sub09791,1,NaN,0.426,NaN
sub09792,2,3,0.415,0.426
sub09795,2,1,0.436,0.487
sub09797,1,2,0.416,0.438
sub09799,NaN,NaN,NaN,NaN
sub09800,2,3,0.487,0.492
sub09802,2,1,0.495,0.512
sub09804,2,1,0.45,0.489
sub09805,3,4,0.405,0.42
sub09809,1,NaN,0.438,NaN
sub09810,1,4,0.45,0.505
sub09816,1,NaN,0.437,NaN
sub09817,1,2,0.411,0.444
sub09819,4,2,0.418,0.431
sub09821,1,2,0.42,0.423
sub09822,4,NaN,0.498,NaN
sub09824,1,NaN,0.483,NaN
sub09825,1,NaN,0.43,NaN
sub09826,4,2,0.402,0.418
sub09828,4,3,0.454,0.474
sub09829,3,2,0.415,0.417
sub09830,2,NaN,0.418,NaN
sub09831,2,NaN,0.479,NaN
sub09839,1,3,0.415,0.418
sub09840,2,1,0.415,0.421
sub09841,2,1,0.438,0.504
sub09842,3,1,0.417,0.418
sub09844,2,3,0.408,0.438
sub09845,1,3,0.438,0.449
sub09846,1,4,0.409,0.412
sub09847,1,2,0.463,0.486
sub09848,1,NaN,0.468,NaN
sub09849,1,2,0.408,0.446
sub09851,1,2,0.424,0.432
sub09856,2,1,0.433,0.493
sub09859,1,2,0.418,0.463
sub09864,1,NaN,0.436,NaN
sub09865,1,2,0.46,0.472
sub09866,1,2,0.436,0.467
sub09867,1,3,0.435,0.435
sub09868,1,NaN,0.522,NaN
sub09870,1,NaN,0.427,NaN
sub09872,2,1,0.431,0.438
sub09876,2,1,0.433,0.44
sub09878,1,NaN,0.477,NaN
sub09882,1,2,0.425,0.428
sub09885,3,1,0.431,0.438
sub09886,1,2,0.47,0.479
sub09887,2,NaN,0.484,NaN
sub09888,1,NaN,0.472,NaN
sub09889,2,4,0.413,0.424
sub09890,1,2,0.415,0.482
sub09891,1,2,0.471,0.494
sub09893,1,NaN,0.415,NaN
sub09894,2,1,0.401,0.414
sub09897,2,1,0.438,0.471
sub09898,3,1,0.444,0.477
sub09903,1,4,0.408,0.409
sub09904,1,2,0.445,0.508
sub09905,2,NaN,0.432,NaN
sub09910,1,2,0.42,0.425
sub09912,1,2,0.438,0.495
sub09915,1,NaN,0.433,NaN
sub09920,NaN,NaN,NaN,NaN
sub09921,1,NaN,0.485,NaN
sub09926,3,1,0.408,0.467
sub09927,3,NaN,0.54,NaN
sub09929,3,2,0.416,0.418
sub09930,1,NaN,0.505,NaN
sub09932,2,NaN,0.392,NaN
sub09936,4,NaN,0.431,NaN
sub09937,1,NaN,0.43,NaN
sub09941,4,1,0.428,0.434
sub09942,2,1,0.407,0.41
sub09946,3,1,0.418,0.422
sub09947,2,NaN,0.447,NaN
sub09949,3,NaN,0.512,NaN
sub09950,3,NaN,0.416,NaN
sub09951,2,1,0.423,0.425
sub09952,1,2,0.486,0.497
sub09955,2,1,0.423,0.468
sub09956,3,2,0.454,0.484
sub09958,2,NaN,0.443,NaN
sub09962,1,NaN,0.462,NaN
sub09963,4,1,0.443,0.446
sub09965,2,NaN,0.44,NaN
sub09972,1,NaN,0.425,NaN
sub09979,4,2,0.447,0.448
sub09980,1,2,0.451,0.478
sub09981,1,4,0.401,0.449
sub09983,3,1,0.44,0.493
sub09984,4,2,0.428,0.471
sub09987,2,1,0.44,0.457
sub09989,1,NaN,0.446,NaN
sub09991,2,NaN,0.483,NaN
sub09992,1,3,0.418,0.432
sub09993,2,NaN,0.5,NaN
sub09995,2,1,0.422,0.427
sub10002,3,1,0.422,0.428
sub10004,3,1,0.414,0.421
sub10005,1,2,0.446,0.455
sub10009,1,2,0.447,0.466
sub10010,2,3,0.424,0.439
sub10011,1,2,0.413,0.415
sub10013,3,NaN,0.422,NaN
sub10014,2,1,0.417,0.419
sub10018,1,2,0.44,0.466
sub10021,3,4,0.436,0.449
sub10022,2,3,0.419,0.43
sub10024,3,4,0.424,0.432
sub10025,2,3,0.404,0.408
sub10027,1,3,0.448,0.456
sub10028,2,NaN,0.454,NaN
sub10030,2,1,0.408,0.467
sub10032,2,1,0.406,0.429
sub10036,3,NaN,0.434,NaN
sub10037,1,NaN,0.482,NaN
sub10038,3,4,0.42,0.433
sub10040,1,NaN,0.493,NaN
sub10041,3,1,0.447,0.45
sub10042,4,2,0.402,0.403
sub10043,2,1,0.456,0.462
sub10049,2,1,0.425,0.476
sub10052,4,1,0.412,0.415
sub10053,NaN,NaN,NaN,NaN
sub10056,2,4,0.44,0.48
sub10061,4,3,0.44,0.449
sub10064,1,2,0.429,0.533
sub10068,4,NaN,0.486,NaN
sub10071,4,1,0.446,0.474
sub10072,2,1,0.413,0.424
sub10073,1,2,0.437,0.44
sub10081,1,NaN,0.495,NaN
sub10082,1,3,0.414,0.436
sub10083,3,4,0.4,0.408
sub10087,3,1,0.428,0.437
sub10088,NaN,NaN,NaN,NaN
sub10096,4,2,0.492,0.502
sub10097,2,1,0.407,0.427
sub10100,2,1,0.463,0.489
sub10101,2,NaN,0.496,NaN
sub10102,2,NaN,0.439,NaN
sub10103,4,NaN,0.499,NaN
sub10108,1,NaN,0.449,NaN
sub10110,1,2,0.434,0.469
sub10111,4,1,0.435,0.494
sub10112,2,1,0.431,0.435
sub10113,1,2,0.416,0.417
sub10114,3,NaN,0.432,NaN
sub10120,2,NaN,0.499,NaN
sub10122,4,1,0.408,0.426
sub10124,2,1,0.406,0.409
sub10126,1,2,0.409,0.416
sub10127,NaN,NaN,NaN,NaN
sub10128,2,NaN,0.51,NaN
sub10129,4,NaN,0.526,NaN
sub10131,1,2,0.439,0.45
sub10133,4,1,0.405,0.422
sub10135,2,NaN,0.514,NaN
sub10136,2,1,0.416,0.431
sub10137,1,3,0.442,0.445
sub10138,2,1,0.421,0.49
sub10139,1,2,0.466,0.508
sub10140,1,2,0.417,0.468
sub10141,2,1,0.491,0.506
sub10142,1,2,0.418,0.445
sub10143,1,NaN,0.45,NaN
sub10144,1,3,0.447,0.487
sub10145,2,NaN,0.43,NaN
sub10151,1,3,0.458,0.469
sub10152,2,1,0.414,0.43
sub10156,2,NaN,0.513,NaN
sub10157,2,1,0.461,0.502
sub10159,2,3,0.4,0.411
sub10160,2,1,0.421,0.44
sub10161,1,2,0.534,0.534
sub10163,3,2,0.42,0.424
sub10168,2,NaN,0.44,NaN
sub10170,2,4,0.398,0.425
sub10171,4,3,0.426,0.43
sub10174,2,1,0.414,0.472
sub10178,3,4,0.408,0.409
sub10179,1,2,0.415,0.428
sub10180,1,NaN,0.496,NaN
sub10181,NaN,NaN,NaN,NaN
sub10182,2,1,0.422,0.468
sub10185,1,NaN,0.432,NaN
sub10186,1,NaN,0.449,NaN
sub10187,1,NaN,0.419,NaN
sub10189,1,2,0.422,0.423
sub10192,4,NaN,0.523,NaN
sub10194,1,2,0.46,0.468
sub10195,4,3,0.461,0.482
sub10198,1,2,0.442,0.442
sub10201,4,2,0.416,0.432
sub10203,NaN,NaN,NaN,NaN
sub10204,4,1,0.415,0.421
sub10211,1,2,0.407,0.41
sub10212,2,NaN,0.52,NaN
sub10214,2,3,0.415,0.419
sub10216,4,3,0.456,0.478
sub10218,1,2,0.428,0.431
sub10221,1,NaN,0.426,NaN
sub10229,2,1,0.438,0.443
sub10232,1,NaN,0.492,NaN
sub10236,3,1,0.413,0.415
sub10238,1,4,0.418,0.44
sub10239,1,3,0.405,0.408
sub10242,2,4,0.416,0.419
sub10244,1,2,0.431,0.518
sub10249,2,1,0.437,0.493
sub10251,1,NaN,0.469,NaN
sub10255,2,1,0.424,0.425
sub10257,3,NaN,0.481,NaN
sub10258,1,2,0.449,0.472
sub10261,3,2,0.414,0.432
sub10264,1,2,0.421,0.425
sub10266,2,3,0.449,0.484
sub10267,3,4,0.42,0.427
sub10268,1,2,0.41,0.41
sub10270,1,NaN,0.524,NaN
sub10271,3,1,0.401,0.408
sub10276,2,1,0.424,0.505
sub10279,2,1,0.398,0.402
sub10282,3,2,0.427,0.431
sub10283,3,2,0.414,0.416
sub10285,2,3,0.412,0.419
sub10286,2,NaN,0.456,NaN
sub10287,2,NaN,0.434,NaN
sub10288,NaN,NaN,NaN,NaN
sub10289,3,2,0.42,0.43
sub10290,4,2,0.402,0.408
sub10292,1,NaN,0.429,NaN
sub10298,1,2,0.427,0.531
sub10299,3,4,0.401,0.414
sub10300,2,3,0.497,0.497
sub10303,2,1,0.399,0.414
sub10304,1,2,0.431,0.529
sub10305,2,1,0.424,0.433
sub10307,2,1,0.436,0.437
sub10310,2,1,0.502,0.531
sub10312,1,3,0.453,0.489
sub10315,3,2,0.423,0.44
sub10317,3,1,0.426,0.448
sub10318,4,2,0.413,0.417
sub10319,4,NaN,0.455,NaN
sub10323,1,2,0.428,0.518
sub10324,1,2,0.403,0.411
sub10327,4,2,0.401,0.429
sub10328,NaN,NaN,NaN,NaN
sub10331,2,1,0.439,0.451
sub10336,1,2,0.422,0.477
sub10337,4,2,0.406,0.414
sub10345,1,2,0.456,0.496
sub10347,4,NaN,0.423,NaN
sub10348,1,2,0.444,0.452
sub10350,4,NaN,0.462,NaN
sub10351,1,3,0.447,0.471
sub10352,1,3,0.458,0.466
sub10354,2,1,0.454,0.469
sub10356,2,1,0.424,0.425
sub10361,1,NaN,0.413,NaN
sub10364,3,4,0.413,0.446
sub10365,2,1,0.432,0.447
sub10367,1,4,0.459,0.51
sub10368,1,2,0.437,0.443
sub10370,4,1,0.413,0.447
sub10375,2,1,0.441,0.504
sub10378,1,2,0.434,0.446
sub10380,4,NaN,0.434,NaN
sub10381,1,2,0.423,0.451
sub10383,1,NaN,0.414,NaN
sub10385,1,2,0.439,0.442
sub10386,3,4,0.398,0.403
sub10398,3,2,0.474,0.53
sub10400,2,1,0.436,0.439
sub10401,1,NaN,0.432,NaN
sub10402,NaN,NaN,NaN,NaN
sub10403,4,3,0.472,0.479
sub10405,3,1,0.428,0.429
sub10410,1,NaN,0.443,NaN
sub10411,NaN,NaN,NaN,NaN
sub10420,2,3,0.416,0.427
sub10422,2,1,0.427,0.441
sub10423,NaN,NaN,NaN,NaN
sub10424,2,1,0.444,0.508
sub10427,1,2,0.482,0.482
sub10428,3,2,0.446,0.462
sub10429,1,3,0.413,0.477
sub10434,1,NaN,0.45,NaN
sub10435,3,1,0.407,0.417
sub10436,1,2,0.397,0.402
sub10439,1,2,0.463,0.482
sub10442,1,4,0.42,0.447
sub10445,1,2,0.456,0.47
sub10447,1,2,0.412,0.417
sub10449,1,3,0.415,0.427
sub10454,1,2,0.481,0.536
sub10456,NaN,NaN,NaN,NaN
sub10459,3,2,0.44,0.456
sub10460,1,3,0.444,0.454
sub10464,1,2,0.408,0.42
sub10465,1,3,0.502,0.524
sub10467,2,NaN,0.409,NaN
sub10468,4,3,0.418,0.44
sub10470,1,2,0.404,0.405
sub10471,3,NaN,0.451,NaN
sub10473,1,NaN,0.486,NaN
sub10479,2,1,0.412,0.414
sub10481,1,2,0.436,0.461
sub10482,1,4,0.509,0.516
sub10483,1,2,0.424,0.454
sub10487,2,1,0.405,0.428
sub10488,1,NaN,0.439,NaN
sub10489,1,NaN,0.414,NaN
sub10494,4,2,0.443,0.465
sub10495,NaN,NaN,NaN,NaN
sub10496,NaN,NaN,NaN,NaN
sub10498,3,4,0.407,0.446
sub10499,NaN,NaN,NaN,NaN
sub10500,2,NaN,0.49,NaN
sub10501,NaN,NaN,NaN,NaN
sub10502,2,3,0.443,0.51
sub10503,2,NaN,0.472,NaN
sub10504,2,3,0.419,0.43
sub10507,1,NaN,0.409,NaN
sub10508,1,2,0.435,0.444
sub10510,1,2,0.469,0.512
sub10511,1,2,0.432,0.488
sub10513,1,NaN,0.509,NaN
sub10516,1,2,0.449,0.496
sub10517,1,2,0.425,0.439
sub10519,3,4,0.402,0.412
sub10520,1,2,0.425,0.436
sub10522,1,2,0.434,0.462
sub10523,1,NaN,0.531,NaN
sub10524,1,2,0.422,0.448
sub10525,3,4,0.42,0.439
sub10527,1,2,0.491,0.534
sub10528,4,3,0.412,0.429
sub10530,2,1,0.415,0.442
sub10531,1,2,0.413,0.418
sub10532,2,3,0.418,0.428
sub10535,3,2,0.393,0.395
sub10539,1,NaN,0.467,NaN
sub10541,3,2,0.396,0.423
sub10543,1,NaN,0.521,NaN
sub10545,NaN,NaN,NaN,NaN
sub10547,NaN,NaN,NaN,NaN
sub10550,2,1,0.498,0.518
sub10552,NaN,NaN,NaN,NaN
sub10553,4,3,0.425,0.483
sub10554,2,3,0.456,0.537
sub10555,3,1,0.415,0.44
sub10556,1,4,0.479,0.487
sub10557,2,1,0.417,0.436
sub10559,2,NaN,0.475,NaN
sub10560,4,NaN,0.505,NaN
sub10561,NaN,NaN,NaN,NaN
sub10572,1,2,0.465,0.51
sub10573,1,NaN,0.483,NaN
sub10574,2,1,0.407,0.421
sub10576,2,1,0.411,0.418
sub10578,1,2,0.474,0.477
sub10580,NaN,NaN,NaN,NaN
sub10586,1,NaN,0.437,NaN
sub10588,2,1,0.446,0.458
sub10589,1,NaN,0.415,NaN
sub10591,4,2,0.415,0.431
sub10592,2,1,0.475,0.484
sub10593,2,1,0.426,0.434
sub10594,1,NaN,0.425,NaN
sub10595,1,NaN,0.441,NaN
sub10597,2,NaN,0.444,NaN
sub10601,1,NaN,0.493,NaN
sub10602,NaN,NaN,NaN,NaN
sub10605,1,3,0.417,0.456
sub10607,1,NaN,0.519,NaN
sub10610,1,2,0.508,0.509
sub10611,1,2,0.436,0.449
sub10614,2,1,0.409,0.417
sub10615,NaN,NaN,NaN,NaN
sub10616,2,NaN,0.51,NaN
sub10617,1,2,0.423,0.45
sub10618,4,NaN,0.437,NaN
sub10619,2,1,0.421,0.424
sub10620,2,3,0.408,0.426
sub10623,2,1,0.457,0.488
sub10626,1,NaN,0.423,NaN
sub10627,3,2,0.412,0.416
sub10628,4,NaN,0.524,NaN
sub10630,2,NaN,0.496,NaN
sub10631,1,NaN,0.456,NaN
sub10635,4,3,0.407,0.424
sub10636,1,4,0.415,0.415
sub10640,4,NaN,0.52,NaN
sub10642,1,2,0.409,0.428
sub10645,1,2,0.406,0.428
sub10646,1,3,0.375,0.389
sub10647,1,2,0.422,0.503
sub10648,3,1,0.401,0.413
sub10650,1,2,0.42,0.435
sub10652,NaN,NaN,NaN,NaN
sub10654,1,2,0.429,0.467
sub10655,1,2,0.472,0.475
sub10656,3,1,0.425,0.43
sub10657,3,4,0.41,0.414
sub10658,3,NaN,0.419,NaN
sub10659,4,2,0.415,0.487
sub10662,2,1,0.443,0.456
sub10663,2,1,0.408,0.46
sub10665,1,2,0.467,0.479
sub10666,3,4,0.463,0.485
sub10667,3,4,0.428,0.443
sub10671,2,1,0.492,0.521
sub10674,1,NaN,0.412,NaN
sub10677,2,1,0.437,0.44
sub10678,1,2,0.425,0.441
sub10679,1,4,0.43,0.43
sub10681,NaN,NaN,NaN,NaN
sub10685,1,4,0.45,0.461
sub10686,1,NaN,0.398,NaN
sub10688,2,1,0.426,0.458
sub10691,NaN,NaN,NaN,NaN
sub10694,2,1,0.408,0.409
sub10696,1,4,0.417,0.477
sub10698,2,NaN,0.536,NaN
sub10701,3,2,0.453,0.479
sub10706,1,2,0.444,0.451
sub10710,4,NaN,0.495,NaN
sub10712,1,NaN,0.465,NaN
sub10713,2,3,0.446,0.488
sub10715,3,2,0.418,0.419
sub10716,2,NaN,0.457,NaN
sub10718,1,2,0.465,0.487
sub10719,1,4,0.424,0.449
sub10723,1,2,0.43,0.463
sub10724,1,2,0.407,0.407
sub10725,NaN,NaN,NaN,NaN
sub10730,1,NaN,0.526,NaN
sub10738,2,1,0.414,0.415
sub10739,2,1,0.406,0.418
sub10741,4,NaN,0.509,NaN
sub10743,1,NaN,0.453,NaN
sub10751,1,2,0.445,0.503
sub10753,1,4,0.4,0.408
sub10757,1,2,0.447,0.492
sub10760,1,3,0.44,0.441
sub10766,NaN,NaN,NaN,NaN
sub10767,1,NaN,0.41,NaN
sub10768,1,4,0.417,0.459
sub10769,4,2,0.42,0.421
sub10771,2,1,0.431,0.459
sub10774,4,2,0.413,0.433
sub10775,NaN,NaN,NaN,NaN
sub10776,2,3,0.42,0.424
sub10780,1,2,0.413,0.427
sub10783,2,1,0.497,0.516
sub10784,1,4,0.423,0.44
sub10787,1,2,0.415,0.433
sub10788,2,4,0.407,0.419
sub10790,1,NaN,0.475,NaN
sub10796,4,2,0.457,0.461
sub10797,2,1,0.421,0.43
sub10798,3,NaN,0.448,NaN
sub10799,2,1,0.423,0.426
sub10802,1,2,0.437,0.492
sub10804,2,1,0.419,0.442
sub10807,NaN,NaN,NaN,NaN
sub10808,3,1,0.41,0.432
sub10809,2,3,0.462,0.493
sub10810,2,1,0.416,0.445
sub10811,1,2,0.503,0.509
sub10812,1,2,0.416,0.45
sub10813,1,NaN,0.514,NaN
sub10815,4,2,0.415,0.421
sub10817,2,1,0.431,0.489
sub10818,1,NaN,0.516,NaN
sub10819,1,NaN,0.469,NaN
sub10820,2,1,0.441,0.451
sub10821,NaN,NaN,NaN,NaN
sub10822,2,4,0.41,0.42
sub10823,2,4,0.427,0.437
sub10824,4,NaN,0.473,NaN
sub10825,3,4,0.405,0.492
sub10830,1,NaN,0.502,NaN
sub10831,3,1,0.444,0.445
sub10835,3,2,0.479,0.513
sub10838,1,NaN,0.436,NaN
sub10839,3,1,0.464,0.506
sub10842,1,2,0.4,0.521
sub10843,2,NaN,0.476,NaN
sub10849,1,2,0.405,0.413
sub10851,2,1,0.41,0.425
sub10852,1,2,0.431,0.464
sub10854,2,1,0.413,0.431
sub10855,1,NaN,0.47,NaN
sub10861,1,2,0.4,0.417
sub10862,4,1,0.398,0.481
sub10866,1,2,0.422,0.422
sub10867,1,NaN,0.462,NaN
sub10870,3,1,0.43,0.434
sub10872,NaN,NaN,NaN,NaN
sub10873,1,NaN,0.5,NaN
sub10874,NaN,NaN,NaN,NaN
sub10875,4,3,0.416,0.422
sub10876,1,3,0.399,0.413
sub10878,1,3,0.428,0.463
sub10883,1,NaN,0.476,NaN
sub10891,3,2,0.436,0.501
sub10892,2,1,0.399,0.407
sub10896,2,1,0.431,0.447
sub10897,3,1,0.477,0.525
sub10899,1,2,0.483,0.496
sub10900,3,1,0.418,0.428
sub10902,1,2,0.419,0.509
sub10903,2,1,0.41,0.413
sub10905,2,1,0.411,0.42
sub10906,1,2,0.429,0.437
sub10907,2,1,0.418,0.43
sub10908,1,2,0.421,0.439
sub10910,4,2,0.429,0.472
sub10912,1,2,0.438,0.444
sub10913,NaN,NaN,NaN,NaN
sub10914,1,NaN,0.495,NaN
sub10916,1,4,0.43,0.512
sub10917,1,3,0.454,0.505
sub10920,1,4,0.422,0.448
sub10924,2,3,0.435,0.464
sub10925,1,2,0.432,0.463
sub10926,4,1,0.42,0.449
sub10927,1,NaN,0.435,NaN
sub10929,1,2,0.415,0.465
sub10931,3,NaN,0.407,NaN
sub10934,2,1,0.414,0.417
sub10935,1,NaN,0.421,NaN
sub10936,1,2,0.421,0.45
sub10939,4,3,0.421,0.429
sub10942,2,1,0.444,0.514
sub10945,2,3,0.413,0.551
sub10947,3,2,0.495,0.507
sub10948,3,2,0.434,0.474
sub10949,2,3,0.407,0.416
sub10950,1,2,0.438,0.494
sub10951,4,2,0.414,0.469
sub10956,NaN,NaN,NaN,NaN
sub10957,4,3,0.404,0.442
sub10958,1,2,0.437,0.493
sub10959,1,NaN,0.446,NaN
sub10961,1,3,0.418,0.442
sub10962,1,4,0.423,0.429
sub10964,NaN,NaN,NaN,NaN
sub10967,2,1,0.397,0.411
sub10969,2,1,0.422,0.458
sub10970,4,3,0.469,0.505
sub10972,2,1,0.424,0.478
sub10976,2,1,0.426,0.432
sub10979,1,NaN,0.45,NaN
sub10984,4,NaN,0.451,NaN
sub10985,1,NaN,0.411,NaN
sub10988,4,3,0.453,0.504
sub10989,1,2,0.415,0.514
sub10990,1,4,0.419,0.42
sub10991,3,2,0.447,0.448
sub10993,2,1,0.475,0.485
sub10994,1,NaN,0.449,NaN
sub10995,NaN,NaN,NaN,NaN
sub10996,4,NaN,0.411,NaN
sub10999,3,1,0.467,0.538
sub11000,1,NaN,0.459,NaN
sub11002,4,1,0.423,0.446
sub11006,3,1,0.451,0.457
sub11007,2,NaN,0.432,NaN
sub11012,2,3,0.426,0.432
sub11014,1,2,0.488,0.509
sub11016,2,1,0.41,0.428
sub11019,1,2,0.412,0.421
sub11021,NaN,NaN,NaN,NaN
sub11023,1,NaN,0.449,NaN
sub11024,1,2,0.432,0.439
sub11025,2,1,0.443,0.534
sub11029,3,2,0.406,0.418
sub11031,1,NaN,0.422,NaN
sub11032,1,NaN,0.42,NaN
sub11034,2,1,0.446,0.449
sub11040,1,NaN,0.536,NaN
sub11045,1,2,0.436,0.441
sub11046,1,2,0.495,0.513
sub11047,2,1,0.405,0.413
sub11049,2,3,0.398,0.412
sub11052,4,3,0.463,0.468
sub11056,3,1,0.426,0.532
sub11057,3,2,0.447,0.453
sub11058,2,NaN,0.479,NaN
sub11060,3,NaN,0.532,NaN
sub11061,1,2,0.488,0.49
sub11062,1,NaN,0.465,NaN
sub11066,1,NaN,0.402,NaN
sub11067,2,1,0.437,0.474
sub11068,4,1,0.404,0.439
sub11075,3,4,0.402,0.402
sub11076,3,4,0.416,0.437
sub11079,1,NaN,0.46,NaN
sub11083,2,NaN,0.506,NaN
sub11084,2,1,0.411,0.412
sub11087,1,2,0.437,0.448
sub11088,2,1,0.418,0.42
sub11091,1,NaN,0.434,NaN
sub11093,1,4,0.483,0.512
sub11095,1,3,0.488,0.501
sub11099,3,1,0.417,0.444
sub11100,1,2,0.41,0.434
sub11102,3,1,0.394,0.432
sub11103,1,2,0.428,0.436
sub11107,1,2,0.432,0.435
sub11108,4,3,0.402,0.405
sub11110,2,NaN,0.42,NaN
sub11111,2,3,0.46,0.507
sub11112,3,NaN,0.436,NaN
sub11113,1,2,0.416,0.42
sub11115,3,1,0.423,0.438
sub11116,3,4,0.472,0.508
sub11117,1,2,0.408,0.422
sub11118,1,NaN,0.441,NaN
sub11121,3,4,0.398,0.417
sub11124,2,NaN,0.504,NaN
sub11126,1,NaN,0.441,NaN
sub11127,1,2,0.418,0.437
sub11128,3,1,0.426,0.438
sub11129,1,2,0.472,0.515
sub11133,1,2,0.416,0.454
sub11134,2,NaN,0.425,NaN
sub11136,2,1,0.444,0.475
sub11137,2,4,0.402,0.405
sub11138,1,NaN,0.454,NaN
sub11139,2,1,0.42,0.488
sub11141,3,1,0.483,0.489
sub11143,2,1,0.404,0.412
sub11145,2,1,0.424,0.457
sub11149,2,4,0.414,0.426
sub11151,1,2,0.428,0.437
sub11153,1,NaN,0.418,NaN
sub11156,2,1,0.414,0.432
sub11159,1,NaN,0.429,NaN
sub11160,2,1,0.43,0.457
sub11162,1,3,0.41,0.42
sub11163,3,2,0.415,0.429
sub11166,2,1,0.42,0.454
sub11167,1,2,0.426,0.428
sub11168,1,NaN,0.406,NaN
sub11171,1,2,0.417,0.417
sub11175,2,1,0.541,0.544
sub11177,1,2,0.412,0.436
sub11179,2,1,0.503,0.537
sub11185,3,4,0.405,0.507
sub11188,1,2,0.413,0.417
sub11189,NaN,NaN,NaN,NaN
sub11190,2,1,0.513,0.528
sub11194,NaN,NaN,NaN,NaN
sub11196,1,2,0.419,0.42
sub11197,1,2,0.441,0.444
sub11198,1,2,0.435,0.45
sub11200,1,2,0.476,0.489
sub11201,1,3,0.451,0.451
sub11203,1,NaN,0.436,NaN
sub11206,4,2,0.394,0.407
sub11207,2,NaN,0.415,NaN
sub11208,1,2,0.433,0.478
sub11209,1,2,0.41,0.415
sub11211,1,3,0.442,0.459
sub11212,2,1,0.416,0.424
sub11215,1,2,0.423,0.444
sub11216,2,NaN,0.47,NaN
sub11219,1,2,0.455,0.466
sub11221,1,NaN,0.458,NaN
sub11222,3,4,0.4,0.405
sub11227,1,3,0.423,0.438
sub11228,2,NaN,0.46,NaN
sub11231,4,NaN,0.538,NaN
sub11234,1,NaN,0.418,NaN
sub11237,NaN,NaN,NaN,NaN
sub11238,1,NaN,0.455,NaN
sub11242,4,3,0.417,0.424
sub11244,4,3,0.439,0.45
sub11246,2,4,0.434,0.452
sub11247,3,1,0.406,0.408
sub11248,1,NaN,0.541,NaN
sub11249,2,3,0.431,0.443
sub11250,2,3,0.439,0.507
sub11255,4,3,0.433,0.501
sub11256,1,3,0.416,0.442
sub11258,1,2,0.426,0.452
sub11261,4,3,0.426,0.433
sub11263,1,NaN,0.479,NaN
sub11268,1,2,0.475,0.479
sub11269,1,NaN,0.434,NaN
sub11270,2,1,0.415,0.423
sub11272,1,NaN,0.473,NaN
sub11277,NaN,NaN,NaN,NaN
sub11278,2,1,0.422,0.426
sub11280,1,NaN,0.405,NaN
sub11282,2,NaN,0.471,NaN
sub11286,3,1,0.44,0.463
sub11289,1,3,0.411,0.44
sub11293,4,NaN,0.452,NaN
sub11296,2,1,0.415,0.418
sub11299,2,1,0.412,0.416
sub11300,3,4,0.432,0.448
sub11302,1,2,0.448,0.489
sub11304,3,1,0.403,0.404
sub11305,2,1,0.41,0.417
sub11308,2,1,0.418,0.472
sub11309,4,NaN,0.466,NaN
sub11312,1,4,0.419,0.455
sub11313,2,NaN,0.446,NaN
sub11314,2,1,0.411,0.416
sub11317,1,NaN,0.448,NaN
sub11318,1,NaN,0.429,NaN
sub11319,1,2,0.427,0.428
sub11322,2,1,0.408,0.418
sub11323,2,1,0.441,0.442
sub11324,2,1,0.405,0.422
sub11325,3,4,0.403,0.412
sub11326,1,2,0.41,0.413
sub11329,2,1,0.423,0.429
sub11332,2,NaN,0.477,NaN
sub11333,1,2,0.402,0.423
sub11336,2,1,0.417,0.418
sub11337,4,3,0.436,0.44
sub11339,2,1,0.421,0.422
sub11342,1,NaN,0.403,NaN
sub11343,2,1,0.416,0.422
sub11345,2,1,0.442,0.49
sub11346,3,4,0.438,0.443
sub11347,2,NaN,0.477,NaN
sub11348,1,2,0.411,0.43
sub11349,NaN,NaN,NaN,NaN
sub11351,3,2,0.424,0.425
sub11352,1,2,0.415,0.531
sub11354,3,1,0.428,0.437
sub11356,2,NaN,0.418,NaN
sub11368,NaN,NaN,NaN,NaN
sub11369,4,3,0.509,0.515
sub11373,1,2,0.425,0.429
sub11377,1,2,0.433,0.443
sub11381,4,NaN,0.456,NaN
sub11382,3,2,0.437,0.469
sub11383,2,3,0.432,0.502
sub11385,1,NaN,0.515,NaN
sub11387,2,3,0.439,0.454
sub11388,1,NaN,0.409,NaN
sub11392,1,NaN,0.464,NaN
sub11396,1,NaN,0.494,NaN
sub11397,4,2,0.404,0.41
sub11398,1,3,0.4,0.419
sub11401,2,1,0.401,0.405
